date_key,currency_pair,open_price,high_price,low_price,close_price,volume,daily_return,volatility_20d
2023-02-20,USDJPY,138.53416445129668,138.79180962021198,138.12665796727725,138.48498024381973,2557009,-0.002542532461192959,0.0023798345513565363
2023-02-21,USDJPY,138.58638035004788,138.95612599623556,138.099063459729,138.60965895262672,1945522,0.0009003049181757206,0.0023489384132687643
2023-02-22,USDJPY,138.09646281907794,138.59182440149743,137.67451069230736,138.22022755877808,3413515,-0.002809554520163293,0.0023450066597959485
2023-02-23,USDJPY,137.76441630685332,138.02379255831934,137.39926524022874,137.6343467744967,3929575,-0.004238748514809432,0.002396487957476188
2023-02-24,USDJPY,137.8136316158206,138.22657730403913,137.6926560041048,137.71491414245932,1597904,0.0005853725458124792,0.002409591408316763
2023-02-27,USDJPY,137.99824826081945,138.54123713493755,137.41400387202225,137.95268935650296,4757454,0.001726575625626614,0.002352499101444003
2023-02-28,USDJPY,138.04109033111695,138.4490219252081,137.54173323528966,137.83920969259597,1116841,-0.0008225984171553735,0.002345782433038478
2023-03-01,USDJPY,138.0121782605199,138.22865799789673,137.76576724216943,137.88928958156168,2713422,0.0003633210686377897,0.002279802896025832
2023-03-02,USDJPY,137.93690233662258,138.04910272740085,137.34691717194315,137.86546920559087,1169934,-0.00017275000867067458,0.002035869961331651
2023-03-03,USDJPY,137.56727183903072,138.10232127598118,137.16633104421257,137.69843021613764,4922750,-0.0012116086095796952,0.002014220323216818
2023-03-06,USDJPY,137.38731078693203,137.49794549235722,136.99609945782842,137.4266949862823,2631734,-0.001973408334639659,0.002023038218926689
2023-03-07,USDJPY,137.27215109419208,137.8095019305342,136.79811450447733,137.30118958089722,2135270,-0.0009132534650391211,0.0018633411392636966
2023-03-08,USDJPY,137.5364316507468,137.9009002177604,137.03054675670174,137.664066345072,1237068,0.0026429251289259437,0.0019220785862903527
2023-03-09,USDJPY,137.62233622313894,138.1918700723954,137.1940969194732,137.60173045487903,1830288,-0.0004528116294103546,0.0019199184011590925
2023-03-10,USDJPY,137.18157618429825,137.68096780218508,137.01752831111514,137.24014591178758,3198559,-0.002627761597882139,0.0019854667422342484
2023-03-13,USDJPY,137.26259717664695,137.8615642319136,136.9934634236497,137.24711391370707,4639688,5.077232957750866e-05,0.0019886487408532464
2023-03-14,USDJPY,137.16632660654287,137.44168251426873,136.60228478637984,137.2061309589528,2604243,-0.0002986070423312004,0.001883294599750062
2023-03-15,USDJPY,136.9970961064664,137.48069025093196,136.78478830054445,136.90968230782465,1851161,-0.002160607904735934,0.001806970172716457
2023-03-16,USDJPY,137.1500151786766,137.45098063548122,136.86393166675785,136.78419260493513,4567322,-0.0009165874960354037,0.0017226551878082616
2023-03-17,USDJPY,137.40776505930057,137.74770286945252,137.09172661782847,137.38762318497263,2285076,0.004411552011571507,0.0020154761902151964
2023-03-20,USDJPY,137.64058508907962,138.0543378206888,137.3208825942324,137.85399730949462,1578641,0.0033945861622053375,0.0021359978079546296
2023-03-21,USDJPY,137.43078070827397,137.96761926536715,137.0243109170267,137.5697130186102,1705356,-0.0020622128950397167,0.0021563941639082965
2023-03-22,USDJPY,137.35347761431117,137.94551934891084,136.7819396954388,137.49828723699986,2849039,-0.0005191969950586461,0.0020797113608798773
2023-03-23,USDJPY,137.43629347216205,137.9204301790943,137.2159471162458,137.62171308043298,4356872,0.0008976536792810741,0.0018689546042490815
2023-03-24,USDJPY,137.68017975394264,137.9890631450263,137.51942906579217,137.69347839258685,2638846,0.0005214679467906436,0.0018679502385526496
2023-03-27,USDJPY,137.56038619448134,137.87106469561988,137.36165094955138,137.58998355059217,1036683,-0.0007516321266836101,0.001828746551090232
2023-03-28,USDJPY,137.51397145031538,137.98276260110984,136.97050900021074,137.42132366600023,4259819,-0.0012258151374072712,0.0018389774547774203
2023-03-29,USDJPY,137.23738770681388,137.45677627969803,136.81448230048628,137.18997677840983,3214949,-0.0016834860953071074,0.001865655240088588
2023-03-30,USDJPY,136.9383360507937,137.09357310735942,136.69538265617413,137.03070172325937,2459410,-0.0011609817195881167,0.0018764859601329096
2023-03-31,USDJPY,137.14146750639225,137.41877858521264,136.63349403690793,137.32205017196756,4676603,0.002126154540875058,0.001938718729753667
2023-04-03,USDJPY,137.48052751353495,137.72414700936199,136.94984251535323,137.4596105721828,1324934,0.0010017357011709027,0.0019040703876308607
2023-04-04,USDJPY,137.46252498313987,137.71067904336786,136.93926781379474,137.39499659341217,4439352,-0.00047005792102627897,0.0018952733366254658
2023-04-05,USDJPY,137.71340820761287,137.93021208313783,137.15394494079308,137.71348740144137,2802466,0.0023180670033544626,0.001873015572499378
2023-04-06,USDJPY,137.8038172138748,137.92486380869298,137.57769670378812,137.89399822621417,4821615,0.0013107708488029335,0.0018910308649404681
2023-04-07,USDJPY,137.6425372752235,137.7514742425902,137.16501631085038,137.42595905280348,3382865,-0.0033941953923395385,0.0019560331236458733
2023-04-10,USDJPY,137.7328861766006,138.32674737146863,137.40261642796352,137.38845903363003,1797583,-0.0002728743494454511,0.0019575341371458384
2023-04-11,USDJPY,138.1173953182171,138.431281885085,137.59639604177207,138.03481479079335,1464310,0.004704585535857175,0.002213190284948493
2023-04-12,USDJPY,138.10843880843962,138.40060213201946,137.6441934698588,137.92533194455248,2238822,-0.0007931538605445709,0.0021533753902203056
2023-04-13,USDJPY,138.4995997223931,138.93942336373962,138.01137599914324,138.423378692746,4714755,0.003610988214940436,0.002246761001025799
2023-04-14,USDJPY,137.84466344637067,138.05379039030322,137.41658252753012,137.82249639854805,1557242,-0.004340901803384756,0.0023162302214581668
2023-04-17,USDJPY,138.05013907246448,138.62511966443958,137.86142468772962,137.982151811111,4127640,0.0011584132977919825,0.0022031121080667874
2023-04-18,USDJPY,138.07190083952403,138.56507334673182,137.69938738007556,138.28977096969464,1768223,0.0022294126779871526,0.0021956708380613576
2023-04-19,USDJPY,137.99714900190756,138.14185450306368,137.4048141321453,138.0461607165979,1109373,-0.0017615927149818855,0.002236177051260405
2023-04-20,USDJPY,138.02008919604143,138.32887958393388,137.45139516279286,138.06516034998305,1558988,0.00013763246501397042,0.002230169007200487
2023-04-21,USDJPY,137.52319696739121,138.0627561211723,137.4016100994927,137.61652803899773,2010540,-0.0032494244735462585,0.00235423798315703
2023-04-24,USDJPY,137.46827899543183,138.04064500657753,137.2858715875671,137.29745402776473,2172304,-0.002318573326763329,0.0024052028738972236
2023-04-25,USDJPY,137.55755713830976,137.8912578939347,137.39169275158247,137.7134239064228,3033648,0.003029698413591575,0.002487529851852455
2023-04-26,USDJPY,137.92703064949515,138.33373634410052,137.4640406945025,137.91566600651484,3950372,0.0014685721577110122,0.0024677525272286
2023-04-27,USDJPY,137.79746309492674,137.98098006797278,137.28857042999826,137.89803518751293,2643909,-0.0001278376816240545,0.002447020049117184
2023-04-28,USDJPY,137.59533969420343,138.19092400727192,137.3885840110481,137.4345611092474,2479634,-0.0033609911673890824,0.002539523589346157
2023-05-01,USDJPY,137.46990043330732,137.68573628399903,137.1169740868314,137.2368366184049,4814988,-0.0014386809929514133,0.002549693392336106
2023-05-02,USDJPY,137.69875096273282,138.2701168498004,137.17839944872722,137.82143441143657,1914424,0.004259773158843405,0.0027247584213019116
2023-05-03,USDJPY,137.78093874014775,138.20576206464392,137.3145379677646,137.83740016906236,1866491,0.00011584379232432163,0.002676971899703247
2023-05-04,USDJPY,137.64849868920598,138.0523670866454,137.27738008646006,137.51319095605234,2574745,-0.002352113523705235,0.0027111392572114782
2023-05-05,USDJPY,137.77681554748432,138.13315980299257,137.38164170225494,137.64636608529312,2999117,0.0009684534866429839,0.002608658324421559
2023-05-08,USDJPY,137.80108493482135,138.01641984068021,137.44690466136322,137.96990015248358,1919134,0.0023504730011540964,0.002655338812874604
2023-05-09,USDJPY,138.04324618245457,138.23151019845733,137.79447195679515,137.86483439852447,2855797,-0.0007615121402784197,0.002441567611260214
2023-05-10,USDJPY,137.86773290898523,138.07797601352033,137.48522191255572,138.11413385197363,2436803,0.0018082889268813407,0.002469519889863464
2023-05-11,USDJPY,137.78581737233577,137.9790365034079,137.34137472131073,137.6507242621386,3185211,-0.0033552655105646423,0.0024350241621493808
2023-05-12,USDJPY,137.68779033405275,138.17758257083614,137.15112887612236,137.78354912289402,4884582,0.0009649412414458602,0.002251048977990286
2023-05-15,USDJPY,137.32191159701972,137.5969742266031,136.9037659200301,137.27261882565736,3929735,-0.0037082097281507798,0.0023773911912284345
2023-05-16,USDJPY,137.39594166628586,137.52486300456755,136.9153808977643,137.4864197809482,1442136,0.0015574916332177224,0.002344960549599961
2023-05-17,USDJPY,137.46120548433083,138.04575679940123,137.28116966685354,137.37958838401372,2682252,-0.0007770323578482063,0.0023226397412246746
2023-05-18,USDJPY,137.46248384849144,138.00437679097317,137.13170511128155,137.43806491258061,3295455,0.00042565660048010656,0.002325991180942401
2023-05-19,USDJPY,137.40383706514766,137.96771320674526,137.2991712552341,137.40997494145702,1511162,-0.0002043827606380555,0.002214595944999512
2023-05-22,USDJPY,137.04999437963505,137.64744829095827,136.82665494737424,136.89966626126784,3570725,-0.00371376736227913,0.0023090231328960547
2023-05-23,USDJPY,136.9448330489437,137.13178067355346,136.4816021913872,137.05595670075672,4411134,0.0011416422242447322,0.0022089291995995393
2023-05-24,USDJPY,136.85915441981203,137.15727542926336,136.26324944413736,136.7821723848413,3426277,-0.0019976097537534043,0.0022040454544825683
2023-05-25,USDJPY,136.6585851025066,137.13770434035865,136.508996052713,136.6242951152056,1907383,-0.0011542240255659753,0.002209067374821656
2023-05-26,USDJPY,136.6182636745901,137.066273983617,136.31751651665945,136.46911126839885,4006683,-0.0011358437141497646,0.00210912795221013
2023-05-29,USDJPY,136.71927638879376,136.8962243419637,136.21924090444418,136.33492633997446,2130548,-0.0009832622721523965,0.0020991940175375703
2023-05-30,USDJPY,137.1908228640964,137.6987394265917,136.98880504678195,137.16216869970637,2386205,0.0060677214704987215,0.0023330369057585868
2023-05-31,USDJPY,137.23446731730434,137.44668760322267,136.8569248426532,137.59635963054626,4200450,0.003165529788250021,0.0024538548680313353
2023-06-01,USDJPY,137.29885491498501,137.51076372239632,136.8323192669702,137.41654555816973,3279042,-0.0013068228902228807,0.0024138237547459466
2023-06-02,USDJPY,137.2802434360435,137.6487306474902,136.8722507109134,137.27735437908333,1947436,-0.0010129142638611865,0.0024112436139273608
2023-06-05,USDJPY,136.80055063221872,137.19702059963956,136.606538264911,136.76111700783747,2317621,-0.003760542833745939,0.0024667355859283495
2023-06-06,USDJPY,136.79392216335643,137.18396526727534,136.51622987901357,136.79729204727823,3214625,0.00026451260586513037,0.002470298214621048
2023-06-07,USDJPY,136.80897971584167,136.95472313454056,136.31708382359898,136.89104758311797,4637967,0.0006853610509141017,0.0024302438440097825
2023-06-08,USDJPY,137.424790243963,137.9635206752782,137.047676986897,137.24766832166668,3367893,0.002605142884396283,0.0024196072148231188
2023-06-09,USDJPY,137.3767000027677,137.60950002406207,137.27408519599624,137.54384825696803,2440351,0.0021579961169699846,0.0024627043832198578
2023-06-12,USDJPY,137.45208683835114,137.61684429899253,136.9715914583371,137.5593940356673,2571836,0.00011302416572078755,0.0023102578471443924
2023-06-13,USDJPY,137.44340889592482,137.98778293585931,137.3257532184547,137.551136754781,2898917,-6.002702283036676e-05,0.0022849774033427885
2023-06-14,USDJPY,137.15123938651993,137.7290651356348,136.67837249515432,137.2170107473414,1858823,-0.002429103934162846,0.0023446192185741727
2023-06-15,USDJPY,137.4369450901487,137.96800889878142,137.23570481006607,137.4398875888028,1739574,0.0016242653898925763,0.0023727448005684375
2023-06-16,USDJPY,137.62492834832037,138.12968638568282,137.0458916082607,137.72585753371538,1325437,0.002080691056501438,0.0024168228868052723
2023-06-19,USDJPY,137.82268633508113,138.25030732540063,137.53871595943008,137.91145845514234,2816760,0.0013476112964592168,0.002254030492548095
2023-06-20,USDJPY,137.59533947138246,137.97076815668703,137.33187366321343,137.5422333647413,3091013,-0.002677261879013071,0.002345192264789463
2023-06-21,USDJPY,137.94603804911648,138.0895314290722,137.77159402395026,137.85999778318194,3254029,0.002310304338289937,0.00233248675209284
2023-06-22,USDJPY,137.5955752834184,137.89980188995375,137.3427731756733,137.6108537277077,4630623,-0.0018072251521871197,0.0023597269625153313
2023-06-23,USDJPY,137.74228955686849,138.02863381537463,137.20396417595438,137.97464257959277,4681890,0.002643605806013749,0.0023846265536043936
2023-06-26,USDJPY,138.28990346332097,138.51978035520114,137.69173629450734,138.10403740197287,2797001,0.0009378159635780037,0.0023580982275759597
2023-06-27,USDJPY,138.04226938203828,138.50397943888257,137.75811461678487,137.82214059217543,1872834,-0.0020411916631875027,0.002054701924223373
2023-06-28,USDJPY,137.9006949496376,138.24863281717697,137.57638963416034,137.92540907582307,2849087,0.0007492880549084813,0.0019416865938030163
2023-06-29,USDJPY,137.9256077909095,138.06613089886332,137.46457232180813,137.9332409461879,1443066,5.678337600967254e-05,0.0019126262823038367
2023-06-30,USDJPY,137.79973887738046,138.00983047835538,137.25664098714793,137.82574012703603,3432075,-0.0007793684714029192,0.0019055993536842557
2023-07-03,USDJPY,137.41207301961393,137.8537024014437,137.01555085252053,137.4486659993002,1619696,-0.0027358759502271734,0.0018045792393244526
2023-07-04,USDJPY,137.42921376331543,137.56727919306059,137.13345091422653,137.3957334251202,2693470,-0.0003851079513589317,0.0018101858061538724
2023-07-05,USDJPY,137.1636378348839,137.68924129190827,136.85732691445958,137.3871173506742,1120062,-6.270991268220172e-05,0.001807787526433439
2023-07-06,USDJPY,137.2820359425427,137.62960920604968,136.8342268692943,137.04190034577124,4157828,-0.002512731990888306,0.0018090209080687662
2023-07-07,USDJPY,137.05217988398425,137.39247317264758,136.9505707521821,136.9279053302672,2367741,-0.0008318259978620235,0.0017370171279223075
2023-07-10,USDJPY,137.43966348523864,137.8358673775684,137.02986881650872,137.42417527121628,2032499,0.0036243155823649786,0.0019385218353298022
2023-07-11,USDJPY,137.2438501621546,137.75619064511716,136.9661036569339,136.99737184048146,4820888,-0.003105737617798976,0.0020556597037498796
2023-07-12,USDJPY,137.16333478310315,137.43723938705426,136.66623611746462,137.13695662243833,4535998,0.001018886567542232,0.0020027493289936087
2023-07-13,USDJPY,137.3667140874456,137.8057221637251,137.22021876753402,137.61593461230478,4340200,0.003492698114813564,0.0021237647788887207
2023-07-14,USDJPY,137.05899800833708,137.44186399033498,136.66489687486288,137.06213098158148,3976030,-0.004024269662401325,0.0022537310319338372
2023-07-17,USDJPY,137.11586299198814,137.34937712707284,136.77537654704508,137.15046812784595,2864445,0.0006445043983471788,0.002233066736588967
2023-07-18,USDJPY,137.44264868055873,137.98196367373632,137.02148591760613,137.25362396578285,3331348,0.0007521362438278612,0.0021696004202768357
2023-07-19,USDJPY,137.04077787191844,137.5394908827219,136.90835107467694,136.9483236607125,1207609,-0.0022243515052575713,0.002140905368048857
2023-07-20,USDJPY,137.0869363365515,137.5161622538807,136.69694444283743,137.0306568795029,3012755,0.0006011991719911958,0.002121055238492466
2023-07-21,USDJPY,137.1519070351136,137.6771978996607,136.77116474113384,137.10424977060015,3772454,0.0005370542094236264,0.0020219269346854725
2023-07-24,USDJPY,137.34736275305792,137.88100985353782,136.96703270584985,137.53960932230848,1283006,0.003175390642060849,0.0021525498755175527
2023-07-25,USDJPY,137.03812507533843,137.49230656369593,136.6363812420402,137.1217787344472,3370965,-0.0030378927926293375,0.002208176812021366
2023-07-26,USDJPY,136.70801092206736,137.2265175862492,136.26977695345417,136.5412922285268,4004803,-0.004233364759981484,0.0023647454900818385
2023-07-27,USDJPY,136.83849631347158,137.28723204430622,136.33600181363119,136.87547203023638,3806284,0.002447463300334629,0.002453219198281822
2023-07-28,USDJPY,136.91274248177987,137.35281286766002,136.67783212171577,136.9874757440544,2850924,0.0008182891511290258,0.0024655788831254083
2023-07-31,USDJPY,136.97536569436633,137.38467138347391,136.4628409892763,137.1463880501445,3370174,0.0011600498894295264,0.0024165894125653107
2023-08-01,USDJPY,137.06197774674058,137.5383360665194,136.71284990560886,137.29905884972584,3886569,0.001113195919716814,0.002430706757025514
2023-08-02,USDJPY,136.89197156634594,137.07127411899248,136.75344242677878,136.73970743757175,3588273,-0.004073963921095047,0.0025933853475095018
2023-08-03,USDJPY,136.9500349906362,137.49047037023567,136.8207595260142,136.82840636395466,4350448,0.000648669856364803,0.002542971883526503
2023-08-04,USDJPY,137.02330310896087,137.55922487283348,136.75618394961285,136.8346664301237,2614099,4.5751217421896584e-05,0.0025367871045250427
2023-08-07,USDJPY,136.8447152544543,136.95933889597157,136.35226676589855,136.80961227558825,3378227,-0.00018309800571070234,0.0023864472436201352
2023-08-08,USDJPY,137.31115888224048,137.82406725752287,136.85731841487,137.38111263840742,2141452,0.0041773407095690995,0.002477099202841422
2023-08-09,USDJPY,137.42961711246843,137.59405204620515,136.93530963013222,137.5777172899568,3621776,0.0014310893817468529,0.002486469362082767
2023-08-10,USDJPY,137.13179123816775,137.39935066529733,136.77315670994693,137.12039858462137,3926517,-0.0033240753978466264,0.002473255181019795
2023-08-11,USDJPY,137.29592964032622,137.767683768472,136.97583014134847,137.247952511838,4099555,0.0009302330545510884,0.0023104380936584097
2023-08-14,USDJPY,137.05225922276938,137.23263917079353,136.87853295941625,137.0750229216067,2356256,-0.0012599793808684145,0.002324728245575467
2023-08-15,USDJPY,137.249030373705,137.75801388576454,136.98493399690037,137.1237589384605,3690944,0.000355542649675078,0.00231943640652797
2023-08-16,USDJPY,137.53867926845686,138.05474635743573,137.2216695853699,137.85211007671109,3720654,0.005311633402475868,0.002547619019907831
2023-08-17,USDJPY,137.33350868886893,137.68724255574935,137.18920847402913,137.09235953480123,2230796,-0.005511345031186443,0.002861001543379405
2023-08-18,USDJPY,137.57435272118,137.67754565703842,137.36404674482438,137.60206380801435,1113936,0.00371796265629043,0.002976948544088694
2023-08-21,USDJPY,137.67754795291413,137.92106701950158,137.27843530588225,137.98108888579858,1016279,0.002754501402777443,0.0029561145213692027
2023-08-22,USDJPY,137.88306299291276,138.29152645210064,137.41523143579317,137.88408296959676,4345465,-0.0007030377639801744,0.0028677777861039365
2023-08-23,USDJPY,138.35726123857623,138.94785432758994,137.75808748287974,138.328755383326,4249479,0.003224972775336843,0.0027315202429529974
2023-08-24,USDJPY,138.29591420957553,138.71182097308386,137.72935754390375,138.24229739615396,4512305,-0.0006250181817401002,0.002711676419912913
2023-08-25,USDJPY,138.10748016848615,138.33738195901822,137.68619756871854,138.08042141622178,2119962,-0.0011709584040570098,0.0027357791475499382
2023-08-28,USDJPY,137.88510156107978,138.30210441262957,137.57447753443273,138.09102883228127,1086124,7.682056551305827e-05,0.002730678264183922
2023-08-29,USDJPY,137.68114898983842,138.05114167969634,137.2630603074843,137.349369703139,2416470,-0.005370798779717023,0.0030059335147099983
2023-08-30,USDJPY,137.66187356248489,138.15179626006045,137.16904775344477,137.89188861767934,2912493,0.0039499192148673146,0.0029655900274280747
2023-08-31,USDJPY,137.74716155618904,137.90065187560253,137.58799346072735,137.53356798332152,3433351,-0.002598562090561418,0.0030405737104876257
2023-09-01,USDJPY,137.81633425602155,138.29684820727257,137.5113818111734,137.77633640663637,3189063,0.0017651576038826278,0.0030584093921770883
2023-09-04,USDJPY,138.02313006828055,138.3937633576186,137.50322892546274,137.95874340523577,3982202,0.0013239356144658654,0.0030632119630441086
2023-09-05,USDJPY,138.02638054125003,138.60787654317954,137.7344640652835,138.11466353171565,4616217,0.0011301938726846483,0.002939937835894908
2023-09-06,USDJPY,138.38976406053936,138.6607001435587,138.00382792492576,138.1500454077568,3819182,0.00025617754941009707,0.002927235615606887
2023-09-07,USDJPY,138.32359985222988,138.73991079879684,137.9297151717988,138.39292575214216,1993978,0.0017580909486383245,0.0028228766914542938
2023-09-08,USDJPY,139.00364214387727,139.56965619663228,138.81140401731045,139.3072885873703,1447244,0.006607005598434412,0.0031396593952775394
2023-09-11,USDJPY,139.16005898081852,139.31131384481387,138.8789412599924,138.9555828801296,2269670,-0.002524675562973866,0.0031945206929331056
2023-09-12,USDJPY,138.94576959171445,139.51438383533267,138.67851394734348,138.97422551685602,3473188,0.0001341625600066454,0.0031961105076986286
2023-09-13,USDJPY,138.67804646719918,139.1219893283496,138.56494811293314,138.57874914052968,3057712,-0.0028456814553600163,0.0030921128137587814
2023-09-14,USDJPY,138.79866457100997,138.93258310056254,138.68656868906427,138.8625476519389,1237723,0.0020479223053271323,0.0027964327710822755
2023-09-15,USDJPY,138.7427988746785,138.99328065815192,138.22695035284062,138.74567104129085,4479000,-0.0008416712254265546,0.0027175061743869825
2023-09-18,USDJPY,138.92129899820154,139.3753850425242,138.68476359321514,138.8250759618449,2459900,0.0005723055714683678,0.002661973049542347
2023-09-19,USDJPY,139.03960840434493,139.1732837050793,138.68056902122552,139.1127892470756,1838927,0.002072487864582584,0.0026787685217946372
2023-09-20,USDJPY,139.0214011761807,139.4124864062688,138.7720383893863,139.2920533926487,1082806,0.001288624479052869,0.002607118673326718
2023-09-21,USDJPY,138.8097027466636,139.08264427514007,138.23936312410592,138.7810671779045,3829045,-0.0036684520207609372,0.0027518425837136755
2023-09-22,USDJPY,138.43099094049214,138.8414486993759,138.20134256105925,138.53895463181436,2278673,-0.0017445646658688085,0.0027697927780159217
2023-09-25,USDJPY,138.3193622024754,138.44223321938165,138.00453379610593,138.1253712587947,1974334,-0.0029853218837894158,0.0028583973599540812
2023-09-26,USDJPY,138.53346190105626,139.06923030413245,137.99709677581396,138.38999644453355,1992144,0.0019158332993223226,0.0025871212496583465
2023-09-27,USDJPY,138.5869853370888,139.1737298216775,138.0660185536929,138.65784627877088,3294630,0.0019354710681322995,0.002477749339093704
2023-09-28,USDJPY,138.2755506424108,138.85998957005364,138.08249993348764,138.49816804669118,3584588,-0.001151598963672562,0.0024094604171875323
2023-09-29,USDJPY,138.31884587387358,138.79367178974505,137.81752421897573,138.37218787619145,4840607,-0.0009096161507151646,0.0024011277587856887
2023-10-02,USDJPY,138.4151752188058,138.58021833887113,138.08608177543687,138.36821651422733,4457521,-2.870057939441395e-05,0.002387363661750109
2023-10-03,USDJPY,138.19421085975551,138.67334245772003,137.85272642371282,138.194104570569,2738460,-0.0012583232482469286,0.0023955247861771885
2023-10-04,USDJPY,138.2326421362419,138.3449355944713,138.06590215003393,138.04508097614644,1489709,-0.0010783643404012055,0.002407493124812798
2023-10-05,USDJPY,138.2471943158534,138.3582560916179,138.10689355897483,138.3378716148067,2737821,0.002120978426684017,0.002423037535690324
2023-10-06,USDJPY,137.96145174139573,138.2232568509705,137.49748208790885,138.09380170074425,1437585,-0.0017643029433186408,0.0018809426544369337
2023-10-09,USDJPY,138.0508985814828,138.39522017668514,137.70266800530516,137.98308503155786,4377932,-0.0008017497369383619,0.0018186551081777066
2023-10-10,USDJPY,138.19109471307488,138.67629842197877,137.8726693617673,138.12058839091094,3454698,0.000996523300820673,0.0018408141224257742
2023-10-11,USDJPY,138.4618575238687,138.90350521217195,137.9971034095425,138.50173925831652,1817108,0.0027595514314406877,0.0018604558683865495
2023-10-12,USDJPY,138.72530803687744,139.04825939006582,138.24255158738188,138.65980007647136,1850525,0.0011412190128532451,0.0018178138484956734
2023-10-13,USDJPY,138.38089069488814,138.61770402802898,138.20143661105345,138.37097080269427,2489556,-0.0020830065643956397,0.0018660468578900837
2023-10-16,USDJPY,138.14643443490937,138.74499668498822,137.74132186017056,138.46139270328433,3279023,0.0006534744973278883,0.0018677503037612467
2023-10-17,USDJPY,138.27519325171153,138.58828390282952,138.1075162105727,138.23813939659962,3438710,-0.0016123866900800143,0.001820246945386899
2023-10-18,USDJPY,138.4036397394396,138.72933325160443,137.92795219642508,138.34988871663643,1498512,0.0008083826976013064,0.0018010631353233253
2023-10-19,USDJPY,138.5324016610161,138.71421357161194,138.10392408288254,138.43527039017084,4500967,0.0006171430589965166,0.0016308320250359983
2023-10-20,USDJPY,139.4955845336798,139.99298930805475,138.91727722313806,139.60721332940477,1767442,0.008465638387752605,0.002475830849975075
2023-10-23,USDJPY,139.63830716135308,140.08514827424383,139.50382815317488,139.61112353537035,4742323,2.800862414154004e-05,0.0023482029757313405
2023-10-24,USDJPY,139.9221985713982,140.1325833777926,139.7936712108226,139.82479261565,1475278,0.0015304588550606457,0.002337857621369285
2023-10-25,USDJPY,140.16069901227152,140.30188953507945,139.91960547492494,140.35889461711247,2930440,0.0038197946978586472,0.0024339638332192817
2023-10-26,USDJPY,140.32354682509796,140.76379647613533,140.09269398323002,140.53648727577502,3391219,0.0012652754151918355,0.0024015419433867976
2023-10-27,USDJPY,140.24472951393787,140.67198512107845,140.02124011440188,140.15466597907707,1379593,-0.002716883736738729,0.0024986593933628786
2023-10-30,USDJPY,140.4344718190612,140.6711015825603,139.8813445288007,140.15449082635712,1494955,-1.2497102306330277e-06,0.0024982784321291433
2023-10-31,USDJPY,140.24126551542682,140.81669729655204,140.01649241550206,140.39239256890235,2284574,0.0016974250424839354,0.0024670197892425524
2023-11-01,USDJPY,140.1820608637418,140.35758980963226,139.9460860006775,140.0793663898778,2520180,-0.002229652001057847,0.002525700254516157
2023-11-02,USDJPY,140.06071997678453,140.37688737730582,139.58102084557555,140.17931381665895,2882582,0.0007135057029239444,0.00250456211589435
2023-11-03,USDJPY,140.0811885116311,140.65299647171489,139.75631859040584,139.78567293897433,2485183,-0.0028081238733944636,0.0025679098166955343
2023-11-06,USDJPY,140.65985315329948,140.96971681176254,140.17149787482188,140.7937427540444,4143347,0.0072115388785956025,0.0029346474539244886
2023-11-07,USDJPY,140.19303685515155,140.6122998289836,140.06035377636937,140.01136106575942,1646045,-0.005556935080927028,0.003281889207496347
